group_id;material_id;item_qty;item_dim_1;item_dim_2;item_dim_3;item_class
10680;14111;0.757;;;;
10681;12457;0.24;160;240;;
10682;12457;0.24;160;240;;
10683;14111;1.48;;;;
10684;14111;0.991;;;;
10685;14111;0.991;;;;
10686;12457;0.24;160;240;;
10687;12457;0.24;160;240;;
10688;14111;0.33;;;;
10689;14111;0.966;;;;
10690;14111;0.966;;;;
10691;12457;0.24;160;240;;
10692;12457;0.24;160;240;;
10693;14111;0.37;;;;
10694;14111;0.966;;;;
10695;14111;0.966;;;;
10696;12457;0.24;160;240;;
10697;12457;0.24;160;240;;
10698;14111;0.37;;;;
10699;14111;0.966;;;;
10700;14111;0.966;;;;
10701;12457;0.24;160;240;;
10702;12457;0.24;160;240;;
10703;14111;0.37;;;;
10704;14111;0.966;;;;
10705;14111;0.966;;;;
10706;12457;0.24;160;240;;
10707;12457;0.24;160;240;;
10708;14111;0.37;;;;
10709;14111;0.966;;;;
10710;14111;0.966;;;;
10711;12457;0.24;160;240;;
10712;12457;0.24;160;240;;
10713;14111;0.37;;;;
10714;14111;0.966;;;;
10715;14111;0.966;;;;
10716;12457;0.24;160;240;;
10717;12457;0.24;160;240;;
10718;14111;0.37;;;;
10719;14111;0.966;;;;
10720;14111;0.966;;;;
10721;12457;0.24;160;240;;
10722;12457;0.24;160;240;;
10723;14111;0.37;;;;
10724;14111;0.966;;;;
10725;14111;0.966;;;;
10726;12457;0.24;160;240;;
10727;12457;0.24;160;240;;
10728;14111;0.37;;;;
10729;14111;0.966;;;;
10730;14111;0.966;;;;
10731;12457;0.24;160;240;;
10732;12457;0.24;160;240;;
10733;14111;0.43;;;;
10734;14111;0.939;;;;
10735;14111;0.939;;;;
10736;12457;0.24;160;240;;
10737;12457;0.24;160;240;;
10738;14111;0.43;;;;
10739;14111;0.939;;;;
10740;14111;0.939;;;;
10741;12457;0.075;75;75;;
10742;12457;0.075;75;75;;
10743;12457;0.075;75;75;;
10744;12457;0.075;75;75;;
10745;12457;0.3;300;300;;
10746;13673;0.5;;;;
10755;49978;0.307;;;;
10748;12457;0.0225;150;150;;
10749;12457;0.075;75;75;;
10750;12457;0.075;75;75;;
10751;12457;0.075;75;75;;
10752;12457;0.075;75;75;;
10753;12457;0.3;300;300;;
10754;13673;0.5;;;;
10747;49978;0.307;;;;
10756;12457;0.0225;150;150;;
10757;12457;0.19;130;190;;
10758;13673;1.391;;;;
10759;13673;0.45;;;;
10760;12457;0.19;130;190;;
10761;13673;1.441;;;;
10762;13673;0.45;;;;
10763;12457;0.19;130;190;;
10764;13673;1.041;;;;
10765;13673;0.75;;;;
10766;13673;0.172;;;;
10767;13673;0.172;;;;
10768;13673;0.172;;;;
10769;13673;0.172;;;;
10770;13673;0.172;;;;
10771;13673;0.172;;;;
10772;13673;0.172;;;;
10773;13673;0.172;;;;
10774;13673;0.172;;;;
10775;13673;0.172;;;;
10776;13673;0.172;;;;
10777;13673;0.172;;;;
10778;13673;0.172;;;;
10779;13673;0.172;;;;
10780;13673;0.172;;;;
10781;13673;0.172;;;;
10782;13673;0.172;;;;
10783;13673;0.172;;;;
10784;13673;0.172;;;;
10785;13673;0.172;;;;
10786;13673;0.172;;;;
10787;13673;0.172;;;;
10788;13673;0.172;;;;
10789;13673;0.172;;;;
10790;13673;0.172;;;;
10791;13673;0.172;;;;
10792;13673;0.172;;;;
10793;13673;0.172;;;;
10794;13673;0.172;;;;
10795;13673;0.172;;;;
10796;13673;0.172;;;;
10797;13673;0.172;;;;
10798;13673;0.172;;;;
10799;13673;0.172;;;;
10800;13673;0.172;;;;
10801;13673;0.172;;;;
10802;13673;0.172;;;;
10803;13673;0.172;;;;
10804;13673;0.172;;;;
10805;13673;0.172;;;;
10806;13673;0.172;;;;
10807;13673;0.172;;;;
10808;13673;0.172;;;;
10809;13673;0.172;;;;
10810;13673;0.172;;;;
10811;13673;0.172;;;;
10812;13673;0.172;;;;
10813;13673;0.172;;;;
10814;13673;0.172;;;;
10815;13673;0.172;;;;
10816;13673;0.172;;;;
10817;13673;0.172;;;;
10818;13673;0.172;;;;
10819;13673;0.172;;;;
10820;13673;0.172;;;;
10821;13673;0.172;;;;
10822;13673;0.172;;;;
10823;13673;0.172;;;;
10824;13673;0.172;;;;
10825;13673;0.172;;;;
10826;13673;0.172;;;;
10827;13673;0.172;;;;
10828;13673;0.172;;;;
10829;13673;0.172;;;;
10830;13673;0.172;;;;
10831;13673;0.172;;;;
10832;13673;0.172;;;;
10833;13673;0.172;;;;
10834;13673;0.172;;;;
10835;13673;0.172;;;;
10836;13673;0.172;;;;
10837;13673;0.172;;;;
10838;13673;0.172;;;;
10839;13673;0.172;;;;
10840;13673;0.172;;;;
10841;13673;0.172;;;;
10842;13673;0.172;;;;
10843;13673;0.172;;;;
10844;13673;0.172;;;;
10845;13673;0.172;;;;
10846;14111;0.15;;;;
10847;14111;0.15;;;;
10848;14111;0.15;;;;
10849;14111;0.15;;;;
10850;14111;0.15;;;;
10851;14111;0.15;;;;
10852;14111;0.15;;;;
10853;14111;0.15;;;;
10854;14111;0.15;;;;
10855;14111;0.15;;;;
10856;14111;0.15;;;;
10857;14111;0.15;;;;
10858;14111;0.15;;;;
10859;14111;0.15;;;;
10860;14111;0.15;;;;
10861;14111;0.15;;;;
10862;14111;0.164;;;;
10863;14111;0.164;;;;
10864;14111;0.164;;;;
10865;14111;0.164;;;;
10866;14111;0.164;;;;
10867;14111;0.164;;;;
10868;14111;0.164;;;;
10869;14111;0.164;;;;
10870;14111;0.164;;;;
10871;14111;0.164;;;;
10872;14111;0.164;;;;
10873;14111;0.164;;;;
10874;14111;0.164;;;;
10875;14111;0.164;;;;
10876;14111;0.164;;;;
10877;14111;0.164;;;;
10878;14111;0.164;;;;
10879;14111;0.164;;;;
10880;14111;0.164;;;;
10881;14111;0.164;;;;
10882;14111;0.164;;;;
10883;14111;0.164;;;;
10884;14111;0.164;;;;
10885;14111;0.164;;;;
10886;14111;0.164;;;;
10887;14111;0.164;;;;
10888;14111;0.164;;;;
10889;14111;0.164;;;;
10890;14111;0.164;;;;
10891;14111;0.164;;;;
10892;14111;0.164;;;;
10893;14111;0.164;;;;
10894;14111;0.164;;;;
10895;14111;0.164;;;;
10896;14111;0.164;;;;
10897;14111;0.164;;;;
10898;14111;0.164;;;;
10899;14111;0.164;;;;
10900;14111;0.164;;;;
10901;14111;0.164;;;;
10902;14111;0.164;;;;
10903;14111;0.164;;;;
10904;14111;0.164;;;;
10905;14111;0.164;;;;
10906;14111;0.164;;;;
10907;14111;0.164;;;;
10908;14111;0.164;;;;
10909;14111;0.164;;;;
10910;14111;0.164;;;;
10911;14111;0.164;;;;
10912;14111;0.164;;;;
10913;14111;0.164;;;;
10914;14111;0.164;;;;
10915;14111;0.164;;;;
11028;50011;1;;;;
11028;50351;1;;;;
11028;13748;1;;;;
11029;50010;1;;;;
11029;50351;1;;;;
11029;13748;1;;;;
11030;50012;1;;;;
11030;50353;1;;;;
11030;13749;1;;;;
11031;50017;1;;;;
11032;50009;1;;;;
11032;50351;1;;;;
11032;13748;1;;;;
11033;50383;1;;;;
11033;50350;1;;;;
11033;13746;1;;;;
11034;13673;0.7;;;;
11035;12460;0.036;50;720;;
11036;49978;2.191;;;;
11037;13673;0.2;;;;
11038;12457;0.0225;150;150;;
11039;12457;0.005625;75;75;;
11040;12457;0.005625;75;75;;
11041;12457;0.005625;75;75;;
11042;12457;0.005625;75;75;;
11043;12457;0.09;300;300;;
11044;49978;2.191;;;;
11045;13673;0.2;;;;
11046;12457;0.0225;150;150;;
11047;12457;0.005625;75;75;;
11048;12457;0.005625;75;75;;
11049;12457;0.005625;75;75;;
11050;12457;0.005625;75;75;;
11051;12457;0.09;300;300;;
11052;49978;2.191;;;;
11053;13673;0.25;;;;
11054;12457;0.0225;150;150;;
11055;12457;0.005625;75;75;;
11056;12457;0.005625;75;75;;
11057;12457;0.005625;75;75;;
11058;12457;0.005625;75;75;;
11059;12457;0.09;300;300;;
11060;49978;2.204;;;;
11061;13673;0.25;;;;
11062;12457;0.0225;150;150;;
11063;12457;0.005625;75;75;;
11064;12457;0.005625;75;75;;
11065;12457;0.005625;75;75;;
11066;12457;0.005625;75;75;;
11067;12457;0.09;300;300;;
11068;49978;2.204;;;;
11069;13673;0.25;;;;
11070;12457;0.0225;150;150;;
11071;12457;0.005625;75;75;;
11072;12457;0.005625;75;75;;
11073;12457;0.005625;75;75;;
11074;12457;0.005625;75;75;;
11075;12457;0.09;300;300;;
11076;49978;2.204;;;;
11077;13673;0.25;;;;
11078;12457;0.0225;150;150;;
11079;12457;0.005625;75;75;;
11080;12457;0.005625;75;75;;
11081;12457;0.005625;75;75;;
11082;12457;0.005625;75;75;;
11083;12457;0.09;300;300;;
11084;49978;2.204;;;;
11085;13673;0.25;;;;
11086;12457;0.0225;150;150;;
11087;12457;0.005625;75;75;;
11088;12457;0.005625;75;75;;
11089;12457;0.005625;75;75;;
11090;12457;0.005625;75;75;;
11091;12457;0.09;300;300;;
11092;49978;2.204;;;;
11093;13673;0.25;;;;
11094;12457;0.0225;150;150;;
11095;12457;0.005625;75;75;;
11096;12457;0.005625;75;75;;
11097;12457;0.005625;75;75;;
11098;12457;0.005625;75;75;;
11099;12457;0.09;300;300;;
11100;49978;2.204;;;;
11101;13673;0.25;;;;
11102;12457;0.0225;150;150;;
11103;12457;0.005625;75;75;;
11104;12457;0.005625;75;75;;
11105;12457;0.005625;75;75;;
11106;12457;0.005625;75;75;;
11107;12457;0.09;300;300;;
11108;49978;2.204;;;;
11109;13673;0.25;;;;
11110;12457;0.0225;150;150;;
11111;12457;0.005625;75;75;;
11112;12457;0.005625;75;75;;
11113;12457;0.005625;75;75;;
11114;12457;0.005625;75;75;;
11115;12457;0.09;300;300;;
11116;49978;2.204;;;;
11117;13673;0.25;;;;
11118;12457;0.0225;150;150;;
11119;12457;0.005625;75;75;;
11120;12457;0.005625;75;75;;
11121;12457;0.005625;75;75;;
11122;12457;0.005625;75;75;;
11123;12457;0.09;300;300;;
11124;49978;2.228;;;;
11125;13673;0.92;;;;
11126;12457;0.0225;150;150;;
11127;12457;0.005625;75;75;;
11128;12457;0.005625;75;75;;
11129;12457;0.005625;75;75;;
11130;12457;0.005625;75;75;;
11131;12457;0.09;300;300;;
11132;49978;2.229;;;;
11133;13673;0.55;;;;
11134;12457;0.0225;150;150;;
11135;12457;0.005625;75;75;;
11136;12457;0.005625;75;75;;
11137;12457;0.005625;75;75;;
11138;12457;0.005625;75;75;;
11139;12457;0.09;300;300;;
11140;49978;2.507;;;;
11141;13673;0.67;;;;
11142;12457;0.0225;150;150;;
11143;12457;0.005625;75;75;;
11144;12457;0.005625;75;75;;
11145;12457;0.005625;75;75;;
11146;12457;0.005625;75;75;;
11147;12457;0.09;300;300;;
11148;49978;2.507;;;;
11149;13673;0.67;;;;
11150;12457;0.0225;150;150;;
11151;12457;0.005625;75;75;;
11152;12457;0.005625;75;75;;
11153;12457;0.005625;75;75;;
11154;12457;0.005625;75;75;;
11155;12457;0.09;300;300;;
11156;49978;2.507;;;;
11157;13673;0.67;;;;
11158;12457;0.0225;150;150;;
11159;12457;0.005625;75;75;;
11160;12457;0.005625;75;75;;
11161;12457;0.005625;75;75;;
11162;12457;0.005625;75;75;;
11163;12457;0.09;300;300;;
11164;49978;2.507;;;;
11165;13673;0.67;;;;
11166;12457;0.0225;150;150;;
11167;12457;0.005625;75;75;;
11168;12457;0.005625;75;75;;
11169;12457;0.005625;75;75;;
11170;12457;0.005625;75;75;;
11171;12457;0.09;300;300;;
11172;49978;2.507;;;;
11173;13673;0.67;;;;
11174;12457;0.0225;150;150;;
11175;12457;0.005625;75;75;;
11176;12457;0.005625;75;75;;
11177;12457;0.005625;75;75;;
11178;12457;0.005625;75;75;;
11179;12457;0.09;300;300;;
11180;49978;2.507;;;;
11181;13673;0.67;;;;
11182;12457;0.0225;150;150;;
11183;12457;0.005625;75;75;;
11184;12457;0.005625;75;75;;
11185;12457;0.005625;75;75;;
11186;12457;0.005625;75;75;;
11187;12457;0.09;300;300;;
11188;49978;2.507;;;;
11189;13673;0.67;;;;
11190;12457;0.0225;150;150;;
11191;12457;0.005625;75;75;;
11192;12457;0.005625;75;75;;
11193;12457;0.005625;75;75;;
11194;12457;0.005625;75;75;;
11195;12457;0.09;300;300;;
11196;49978;2.098;;;;
11197;13673;0.3;;;;
11198;12457;0.0225;150;150;;
11199;12457;0.005625;75;75;;
11200;12457;0.005625;75;75;;
11201;12457;0.005625;75;75;;
11202;12457;0.005625;75;75;;
11203;12457;0.09;300;300;;
11204;49978;2.098;;;;
11205;13673;0.3;;;;
11206;12457;0.0225;150;150;;
11207;12457;0.005625;75;75;;
11208;12457;0.005625;75;75;;
11209;12457;0.005625;75;75;;
11210;12457;0.005625;75;75;;
11211;12457;0.09;300;300;;
11212;49978;2.298;;;;
11213;13673;0.3;;;;
11214;12457;0.0225;150;150;;
11215;12457;0.005625;75;75;;
11216;12457;0.005625;75;75;;
11217;12457;0.005625;75;75;;
11218;12457;0.005625;75;75;;
11219;12457;0.09;300;300;;
11220;49978;2.298;;;;
11221;13673;0.3;;;;
11222;12457;0.0225;150;150;;
11223;12457;0.005625;75;75;;
11224;12457;0.005625;75;75;;
11225;12457;0.005625;75;75;;
11226;12457;0.005625;75;75;;
11227;12457;0.09;300;300;;
11228;49978;2.298;;;;
11229;13673;0.3;;;;
11230;12457;0.0225;150;150;;
11231;12457;0.005625;75;75;;
11232;12457;0.005625;75;75;;
11233;12457;0.005625;75;75;;
11234;12457;0.005625;75;75;;
11235;12457;0.09;300;300;;
11236;49978;2.298;;;;
11237;13673;0.3;;;;
11238;12457;0.0225;150;150;;
11239;12457;0.005625;75;75;;
11240;12457;0.005625;75;75;;
11241;12457;0.005625;75;75;;
11242;12457;0.005625;75;75;;
11243;12457;0.09;300;300;;
11244;50322;2.584;;;;
11245;13673;0.6;;;;
11246;12457;0.04;200;200;;
11247;12457;0.005625;75;75;;
11248;12457;0.005625;75;75;;
11249;12457;0.005625;75;75;;
11250;12457;0.005625;75;75;;
11251;12457;0.1225;350;350;;
11252;50322;2.584;;;;
11253;13673;0.6;;;;
11254;12457;0.04;200;200;;
11255;12457;0.005625;75;75;;
11256;12457;0.005625;75;75;;
11257;12457;0.005625;75;75;;
11258;12457;0.005625;75;75;;
11259;12457;0.1225;350;350;;
11260;50322;1.377;;;;
11261;13673;0.5;;;;
11262;12457;0.04;200;200;;
11263;12457;0.005625;75;75;;
11264;12457;0.005625;75;75;;
11265;12457;0.005625;75;75;;
11266;12457;0.005625;75;75;;
11267;12457;0.1225;350;350;;
11268;50322;1.377;;;;
11269;13673;0.5;;;;
11270;12457;0.04;200;200;;
11271;12457;0.005625;75;75;;
11272;12457;0.005625;75;75;;
11273;12457;0.005625;75;75;;
11274;12457;0.005625;75;75;;
11275;12457;0.1225;350;350;;
11276;50322;1.377;;;;
11277;13673;0.5;;;;
11278;12457;0.04;200;200;;
11279;12457;0.005625;75;75;;
11280;12457;0.005625;75;75;;
11281;12457;0.005625;75;75;;
11282;12457;0.005625;75;75;;
11283;12457;0.1225;350;350;;
11284;50322;1.377;;;;
11285;13673;0.5;;;;
11286;12457;0.04;200;200;;
11287;12457;0.005625;75;75;;
11288;12457;0.005625;75;75;;
11289;12457;0.005625;75;75;;
11290;12457;0.005625;75;75;;
11291;12457;0.1225;350;350;;
11292;50322;0.571;;;;
11293;13673;0.5;;;;
11294;12457;0.04;200;200;;
11295;12457;0.005625;75;75;;
11296;12457;0.005625;75;75;;
11297;12457;0.005625;75;75;;
11298;12457;0.005625;75;75;;
11299;12457;0.1225;350;350;;
11300;50322;0.571;;;;
11301;13673;0.5;;;;
11302;12457;0.04;200;200;;
11303;12457;0.005625;75;75;;
11304;12457;0.005625;75;75;;
11305;12457;0.005625;75;75;;
11306;12457;0.005625;75;75;;
11307;12457;0.1225;350;350;;
11308;50322;0.571;;;;
11309;13673;0.5;;;;
11310;12457;0.04;200;200;;
11311;12457;0.005625;75;75;;
11312;12457;0.005625;75;75;;
11313;12457;0.005625;75;75;;
11314;12457;0.005625;75;75;;
11315;12457;0.1225;350;350;;
11316;50322;0.571;;;;
11317;13673;0.5;;;;
11318;12457;0.04;200;200;;
11319;12457;0.005625;75;75;;
11320;12457;0.005625;75;75;;
11321;12457;0.005625;75;75;;
11322;12457;0.005625;75;75;;
11323;12457;0.1225;350;350;;
11324;50322;0.571;;;;
11325;13673;0.5;;;;
11326;12457;0.04;200;200;;
11327;12457;0.005625;75;75;;
11328;12457;0.005625;75;75;;
11329;12457;0.005625;75;75;;
11330;12457;0.005625;75;75;;
11331;12457;0.1225;350;350;;
11332;50322;0.571;;;;
11333;13673;0.5;;;;
11334;12457;0.04;200;200;;
11335;12457;0.005625;75;75;;
11336;12457;0.005625;75;75;;
11337;12457;0.005625;75;75;;
11338;12457;0.005625;75;75;;
11339;12457;0.1225;350;350;;
11340;50322;0.571;;;;
11341;13673;0.5;;;;
11342;12457;0.04;200;200;;
11343;12457;0.005625;75;75;;
11344;12457;0.005625;75;75;;
11345;12457;0.005625;75;75;;
11346;12457;0.005625;75;75;;
11347;12457;0.1225;350;350;;
11348;50322;0.571;;;;
11349;13673;0.5;;;;
11350;12457;0.04;200;200;;
11351;12457;0.005625;75;75;;
11352;12457;0.005625;75;75;;
11353;12457;0.005625;75;75;;
11354;12457;0.005625;75;75;;
11355;12457;0.1225;350;350;;
11356;50322;0.322;;;;
11357;13673;0.5;;;;
11358;12457;0.04;200;200;;
11359;12457;0.005625;75;75;;
11360;12457;0.005625;75;75;;
11361;12457;0.005625;75;75;;
11362;12457;0.005625;75;75;;
11363;12457;0.1225;350;350;;
11364;50322;0.322;;;;
11365;13673;0.5;;;;
11366;12457;0.04;200;200;;
11367;12457;0.005625;75;75;;
11368;12457;0.005625;75;75;;
11369;12457;0.005625;75;75;;
11370;12457;0.005625;75;75;;
11371;12457;0.1225;350;350;;
11372;50322;0.837;;;;
11373;13673;0.35;;;;
11374;12457;0.04;200;200;;
11375;12457;0.005625;75;75;;
11376;12457;0.005625;75;75;;
11377;12457;0.005625;75;75;;
11378;12457;0.005625;75;75;;
11379;12457;0.1225;350;350;;
11380;50322;0.837;;;;
11381;13673;0.35;;;;
11382;12457;0.04;200;200;;
11383;12457;0.005625;75;75;;
11384;12457;0.005625;75;75;;
11385;12457;0.005625;75;75;;
11386;12457;0.005625;75;75;;
11387;12457;0.1225;350;350;;
11388;50322;2.284;;;;
11389;13673;0.5;;;;
11390;12457;0.04;200;200;;
11391;12457;0.005625;75;75;;
11392;12457;0.005625;75;75;;
11393;12457;0.005625;75;75;;
11394;12457;0.005625;75;75;;
11395;12457;0.1225;350;350;;
11396;50322;2.285;;;;
11397;13673;0.5;;;;
11398;12457;0.04;200;200;;
11399;12457;0.005625;75;75;;
11400;12457;0.005625;75;75;;
11401;12457;0.005625;75;75;;
11402;12457;0.005625;75;75;;
11403;12457;0.1225;350;350;;
11404;49979;0.484;;;;
11405;13673;0.5;;;;
11406;12457;0.0625;250;250;;
11407;12457;0.005625;75;75;;
11408;12457;0.005625;75;75;;
11409;12457;0.005625;75;75;;
11410;12457;0.005625;75;75;;
11411;12457;0.16;400;400;;
11412;49979;0.484;;;;
11413;13673;0.5;;;;
11414;12457;0.0625;250;250;;
11415;12457;0.005625;75;75;;
11416;12457;0.005625;75;75;;
11417;12457;0.005625;75;75;;
11418;12457;0.005625;75;75;;
11419;12457;0.16;400;400;;
11420;49979;0.484;;;;
11421;13673;0.5;;;;
11422;12457;0.0625;250;250;;
11423;12457;0.005625;75;75;;
11424;12457;0.005625;75;75;;
11425;12457;0.005625;75;75;;
11426;12457;0.005625;75;75;;
11427;12457;0.16;400;400;;
11428;49979;0.484;;;;
11429;13673;0.5;;;;
11430;12457;0.0625;250;250;;
11431;12457;0.005625;75;75;;
11432;12457;0.005625;75;75;;
11433;12457;0.005625;75;75;;
11434;12457;0.005625;75;75;;
11435;12457;0.16;400;400;;
11436;49979;2.355;;;;
11437;13673;0.5;;;;
11438;12457;0.0625;250;250;;
11439;12457;0.005625;75;75;;
11440;12457;0.005625;75;75;;
11441;12457;0.005625;75;75;;
11442;12457;0.005625;75;75;;
11443;12457;0.16;400;400;;
11444;49979;2.355;;;;
11445;13673;0.5;;;;
11446;12457;0.0625;250;250;;
11447;12457;0.005625;75;75;;
11448;12457;0.005625;75;75;;
11449;12457;0.005625;75;75;;
11450;12457;0.005625;75;75;;
11451;12457;0.16;400;400;;
11452;49979;2.355;;;;
11453;13673;0.5;;;;
11454;12457;0.0625;250;250;;
11455;12457;0.005625;75;75;;
11456;12457;0.005625;75;75;;
11457;12457;0.005625;75;75;;
11458;12457;0.005625;75;75;;
11459;12457;0.16;400;400;;
11460;49979;2.355;;;;
11461;13673;0.5;;;;
11462;12457;0.0625;250;250;;
11463;12457;0.005625;75;75;;
11464;12457;0.005625;75;75;;
11465;12457;0.005625;75;75;;
11466;12457;0.005625;75;75;;
11467;12457;0.16;400;400;;
11468;49979;2.61;;;;
11469;13673;0.98;;;;
11470;12457;0.0625;250;250;;
11471;12457;0.005625;75;75;;
11472;12457;0.005625;75;75;;
11473;12457;0.005625;75;75;;
11474;12457;0.005625;75;75;;
11475;12457;0.16;400;400;;
11476;49979;2.61;;;;
11477;13673;0.98;;;;
11478;12457;0.0625;250;250;;
11479;12457;0.005625;75;75;;
11480;12457;0.005625;75;75;;
11481;12457;0.005625;75;75;;
11482;12457;0.005625;75;75;;
11483;12457;0.16;400;400;;
11484;49979;3.495;;;;
11485;13673;0.5;;;;
11486;12457;0.0625;250;250;;
11487;12457;0.005625;75;75;;
11488;12457;0.005625;75;75;;
11489;12457;0.005625;75;75;;
11490;12457;0.005625;75;75;;
11491;12457;0.16;400;400;;
11492;49979;3.495;;;;
11493;13673;0.5;;;;
11494;12457;0.0625;250;250;;
11495;12457;0.005625;75;75;;
11496;12457;0.005625;75;75;;
11497;12457;0.005625;75;75;;
11498;12457;0.005625;75;75;;
11499;49979;2.947;;;;
11500;13673;1.12;;;;
11501;12457;0.0625;250;250;;
11502;12457;0.005625;75;75;;
11503;12457;0.005625;75;75;;
11504;12457;0.005625;75;75;;
11505;12457;0.005625;75;75;;
11506;12457;0.16;400;400;;
11507;13673;0.5;;;;
11508;12457;0.005625;75;75;;
11509;12457;0.005625;75;75;;
11510;12457;0.005625;75;75;;
11511;12457;0.005625;75;75;;
11512;12457;0.16;400;400;;
11513;49979;2.914;;;;
11514;13673;0.95;;;;
11515;12457;0.0625;250;250;;
11516;12457;0.005625;75;75;;
11517;12457;0.005625;75;75;;
11518;12457;0.005625;75;75;;
11519;12457;0.005625;75;75;;
11520;12457;0.16;400;400;;
11521;49979;2.914;;;;
11522;13673;0.95;;;;
11523;12457;0.0625;250;250;;
11524;12457;0.005625;75;75;;
11525;12457;0.005625;75;75;;
11526;12457;0.005625;75;75;;
11527;12457;0.005625;75;75;;
11528;12457;0.16;400;400;;
11529;49979;0.81;;;;
11530;13673;0.35;;;;
11531;12457;0.0625;250;250;;
11532;12457;0.005625;75;75;;
11533;12457;0.005625;75;75;;
11534;12457;0.005625;75;75;;
11535;12457;0.005625;75;75;;
11536;12457;0.16;400;400;;
11537;49979;0.81;;;;
11538;13673;0.35;;;;
11539;12457;0.0625;250;250;;
11540;12457;0.005625;75;75;;
11541;12457;0.005625;75;75;;
11542;12457;0.005625;75;75;;
11543;12457;0.005625;75;75;;
11544;12457;0.16;400;400;;
11545;49979;0.81;;;;
11546;13673;0.35;;;;
11547;12457;0.0625;250;250;;
11548;12457;0.005625;75;75;;
11549;12457;0.005625;75;75;;
11550;12457;0.005625;75;75;;
11551;12457;0.005625;75;75;;
11552;12457;0.16;400;400;;
11553;49979;0.81;;;;
11554;13673;0.35;;;;
11555;12457;0.0625;250;250;;
11556;12457;0.005625;75;75;;
11557;12457;0.005625;75;75;;
11558;12457;0.005625;75;75;;
11559;12457;0.005625;75;75;;
11560;12457;0.16;400;400;;
11561;49979;0.81;;;;
11562;13673;0.35;;;;
11563;12457;0.0625;250;250;;
11564;12457;0.005625;75;75;;
11565;12457;0.005625;75;75;;
11566;12457;0.005625;75;75;;
11567;12457;0.005625;75;75;;
11568;12457;0.16;400;400;;
11569;49979;0.81;;;;
11570;13673;0.35;;;;
11571;12457;0.0625;250;250;;
11572;12457;0.005625;75;75;;
11573;12457;0.005625;75;75;;
11574;12457;0.005625;75;75;;
11575;12457;0.005625;75;75;;
11576;12457;0.16;400;400;;
11577;49979;0.81;;;;
11578;13673;0.35;;;;
11579;12457;0.0625;250;250;;
11580;12457;0.005625;75;75;;
11581;12457;0.005625;75;75;;
11582;12457;0.005625;75;75;;
11583;12457;0.005625;75;75;;
11584;12457;0.16;400;400;;
11585;49979;0.81;;;;
11586;13673;0.35;;;;
11587;12457;0.0625;250;250;;
11588;12457;0.005625;75;75;;
11589;12457;0.005625;75;75;;
11590;12457;0.005625;75;75;;
11591;12457;0.005625;75;75;;
11592;12457;0.16;400;400;;
11593;49979;0.81;;;;
11594;13673;0.35;;;;
11595;12457;0.0625;250;250;;
11596;12457;0.005625;75;75;;
11597;12457;0.005625;75;75;;
11598;12457;0.005625;75;75;;
11599;12457;0.005625;75;75;;
11600;12457;0.16;400;400;;
11601;49979;0.81;;;;
11602;13673;0.35;;;;
11603;12457;0.0625;250;250;;
11604;12457;0.005625;75;75;;
11605;12457;0.005625;75;75;;
11606;12457;0.005625;75;75;;
11607;12457;0.005625;75;75;;
11608;12457;0.16;400;400;;
11609;49979;0.837;;;;
11610;13673;0.35;;;;
11611;12457;0.0625;250;250;;
11612;12457;0.005625;75;75;;
11613;12457;0.005625;75;75;;
11614;12457;0.005625;75;75;;
11615;12457;0.005625;75;75;;
11616;12457;0.16;400;400;;
11617;49979;0.837;;;;
11618;13673;0.35;;;;
11619;12457;0.0625;250;250;;
11620;12457;0.005625;75;75;;
11621;12457;0.005625;75;75;;
11622;12457;0.005625;75;75;;
11623;12457;0.005625;75;75;;
11624;12457;0.16;400;400;;
11625;49979;0.837;;;;
11626;13673;0.35;;;;
11627;12457;0.0625;250;250;;
11628;12457;0.005625;75;75;;
11629;12457;0.005625;75;75;;
11630;12457;0.005625;75;75;;
11631;12457;0.005625;75;75;;
11632;12457;0.16;400;400;;
11633;49979;0.837;;;;
11634;13673;0.35;;;;
11635;12457;0.0625;250;250;;
11636;12457;0.005625;75;75;;
11637;12457;0.005625;75;75;;
11638;12457;0.005625;75;75;;
11639;12457;0.005625;75;75;;
11640;12457;0.16;400;400;;
11641;49979;2.921;;;;
11642;13673;0.5;;;;
11643;12457;0.0625;250;250;;
11644;12457;0.005625;75;75;;
11645;12457;0.005625;75;75;;
11646;12457;0.005625;75;75;;
11647;12457;0.005625;75;75;;
11648;12457;0.16;400;400;;
11649;49979;0.468;;;;
11650;13673;0.5;;;;
11651;12457;0.0625;250;250;;
11652;12457;0.005625;75;75;;
11653;12457;0.005625;75;75;;
11654;12457;0.005625;75;75;;
11655;12457;0.005625;75;75;;
11656;12457;0.16;400;400;;
11657;49979;0.468;;;;
11658;13673;0.5;;;;
11659;12457;0.0625;250;250;;
11660;12457;0.005625;75;75;;
11661;12457;0.005625;75;75;;
11662;12457;0.005625;75;75;;
11663;12457;0.005625;75;75;;
11664;12457;0.16;400;400;;
11665;13673;0.5;;;;
11666;12457;0.0625;250;250;;
11667;12457;0.005625;75;75;;
11668;49979;0.468;;;;
11669;12457;0.005625;75;75;;
11670;12457;0.005625;75;75;;
11671;12457;0.005625;75;75;;
11672;12457;0.16;400;400;;
11673;49979;2.821;;;;
11674;13673;0.5;;;;
11675;12457;0.0625;250;250;;
11676;12457;0.005625;75;75;;
11677;12457;0.005625;75;75;;
