group_id;material_id;item_qty;item_dim_1;item_dim_2;item_dim_3;item_class
4374;12366;0.209;;;;
4375;12366;0.217;;;;
4376;12366;1.39;;;;
4377;13700;2.404;;;;
4378;13700;1.059;;;;
4379;13700;0.271;;;;
4380;12366;2.274;;;;
4381;13700;1.05;;;;
4382;12366;0.219;;;;
4383;12366;1.015;;;;
4384;13700;2.404;;;;
4385;13700;1.059;;;;
4386;13700;0.271;;;;
4387;13700;1.05;;;;
4388;13700;1.05;;;;
4389;13700;3.743;;;;
4390;13700;1.759;;;;
4391;13700;0.271;;;;
4392;12366;3.602;;;;
4393;12366;0.219;;;;
4394;12366;1.715;;;;
4395;13700;4.102;;;;
4396;13700;1.309;;;;
4397;13700;0.274;;;;
4398;12366;4.003;;;;
4399;13700;3.077;;;;
4400;12366;3;;;;
4401;12366;1.259;;;;
4402;12366;0.213;;;;
4403;13700;1.05;;;;
4404;13700;1.05;;;;
4405;13700;1.05;;;;
4439;13687;1;;;;
4438;13687;4.3;;;;
4437;13687;4.3;;;;
4434;14050;0.19;;;;
4435;12459;0.09;300;300;;
4440;13687;0.99;;;;
4441;12455;0.008125;125;65;;
4442;12457;0.0069;150;76;;
4443;13687;1.9;;;;
4444;13687;1.895;;;;
4445;13687;2.3;;;;
4446;13687;1;;;;
4447;13687;5.6;;;;
4448;13687;5.6;;;;
4449;13687;0.85;;;;
4450;13687;1.756;;;;
4451;12457;0.027225;165;165;;
4452;13687;2.656;;;;
4453;14117;0.992;;;;
4454;12457;0.0036;60;60;;
4455;14117;2.265;;;;
4456;14117;2.09;;;;
4457;14117;3.222;;;;
4458;13700;4.419;;;;
4459;12366;4.33;;;;
4460;12362;4.33;;;;
4461;13700;1.173;;;;
4462;13700;5.309;;;;
4463;12366;5.265;;;;
4464;12362;5.265;;;;
4465;13700;2.223;;;;
4466;12366;2.179;;;;
4467;12362;2.179;;;;
4468;13700;1.167;;;;
4469;13700;0.894;;;;
4470;12366;0.844;;;;
4471;12362;0.844;;;;
4472;12366;1.167;;;;
4473;12362;1.167;;;;
4474;13700;3.594;;;;
4475;13700;0.894;;;;
4476;13700;1.119;;;;
4477;12366;3.544;;;;
4478;12366;0.844;;;;
4479;12366;1.017;;;;
4480;12362;3.544;;;;
4481;12362;0.844;;;;
4482;12362;1.017;;;;
4483;13700;2.27;;;;
4484;13700;1.635;;;;
4485;12366;2.27;;;;
4486;12366;1.635;;;;
4487;12362;2.27;;;;
4488;12362;1.635;;;;
4489;13700;1.635;;;;
4490;13700;1.173;;;;
4491;13700;3.309;;;;
4492;12366;3.265;;;;
4493;12362;3.265;;;;
4511;13687;4.3;;;;
4512;13687;2.491;;;;
4513;13687;0.947;;;;
4514;13687;0.937;;;;
4515;12455;0.008125;125;65;;
4516;13687;2.491;;;;
4517;13687;2;;;;
4518;13687;2;;;;
4519;13687;2.235;;;;
4520;13687;2.235;;;;
4521;13687;1.492;;;;
4522;13687;1.492;;;;
4523;13687;1.472;;;;
4524;13687;1.472;;;;
4525;13687;1.462;;;;
4526;14115;0.741;;;;
4527;14115;0.736;;;;
4528;13687;3;;;;
4529;13687;3;;;;
4530;14115;0.745;;;;
4531;14115;0.74;;;;
4532;13687;3;;;;
4533;13687;3;;;;
4534;13687;3;;;;
4535;13687;3;;;;
4536;13687;2.4;;;;
4537;14115;0.595;;;;
4538;14115;0.59;;;;
4539;13687;2.4;;;;
4540;13687;1.45;;;;
4541;14115;0.72;;;;
4542;14115;0.715;;;;
4543;13687;1.45;;;;
4544;13687;2.35;;;;
4545;13687;2.35;;;;
4546;13687;1.472;;;;
4547;14115;0.5825;;;;
4548;14115;0.5775;;;;
4549;13687;1.4;;;;
4550;13687;1.572;;;;
4551;13687;1.572;;;;
4552;13687;1.562;;;;
4553;14115;0.695;;;;
4554;14115;0.69;;;;
4555;13687;1.4;;;;
4556;13687;2.98;;;;
4557;14115;0.74;;;;
4558;14115;0.735;;;;
4559;13687;2.98;;;;
4560;13687;0.309;;;;
4561;13687;0.349;;;;
4562;13687;1.6;;;;
4563;13687;1.189;;;;
4564;13687;1.572;;;;
4565;13687;3;;;;
4566;13687;1.862;;;;
4567;13687;1.562;;;;
4568;14115;0.745;;;;
4569;14115;0.74;;;;
4570;12455;0.008125;125;65;;
4571;13687;0.349;;;;
4572;13687;2.4;;;;
4573;14115;0.595;;;;
4574;14115;0.59;;;;
4575;13687;2.4;;;;
4576;13687;2.7;;;;
4577;14115;0.67;;;;
4578;14115;0.665;;;;
4579;13687;2.7;;;;
4580;13687;2.812;;;;
4581;13687;2.812;;;;
4582;13687;1.572;;;;
4583;14115;0.68;;;;
4584;14115;0.687;;;;
4585;13689;1.046;;;;
4586;12457;0.094775;425;223;;
4587;13689;1.986;;;;
4588;12457;0.072475;325;223;;
4589;13689;1.854;;;;
4590;13689;1.65;;;;
4591;13689;1.414;;;;
4592;13689;1.954;;;;
4593;13689;1.75;;;;
4594;13689;2.254;;;;
4595;13689;1.951;;;;
4596;13700;4.935;;;;
4597;12366;4.935;;;;
4598;12362;4.935;;;;
4599;13700;1.173;;;;
4600;13700;48.945;;;;
4601;12362;4.844;;;;
4602;12366;4.844;;;;
4603;13700;5.518;;;;
4604;12362;5.46;;;;
4605;12366;5.46;;;;
4606;13700;6;;;;
4607;12362;6;;;;
4608;12366;6;;;;
4609;13700;0.923;;;;
4610;13700;5.293;;;;
4611;12362;5.248;;;;
4612;12366;5.248;;;;
4613;13700;0.291;;;;
4614;13700;0.874;;;;
4615;13700;0.323;;;;
4616;13700;0.487;;;;
4617;13700;1.854;;;;
4618;13700;4.691;;;;
4619;13700;0.351;;;;
4620;13700;1.719;;;;
4621;13700;0.623;;;;
4622;12366;4.634;;;;
4623;12362;4.634;;;;
4624;13700;0.351;;;;
4625;13700;3.175;;;;
4626;12366;3.175;;;;
4627;12362;3.175;;;;
4628;13700;1.173;;;;
4629;12366;0.872;;;;
4630;12366;0.24;;;;
4631;12366;0.823;;;;
4632;12362;0.872;;;;
4633;12362;0.24;;;;
4634;12362;0.823;;;;
4635;12366;1.48;;;;
4636;12362;1.48;;;;
4637;12366;0.294;;;;
4638;12362;0.294;;;;
4639;12366;1.617;;;;
4640;12362;1.617;;;;
4641;12362;0.617;;;;
4642;12366;0.617;;;;
4675;12457;0.206;624;330;;
4676;44125;2.045;;;;
4679;13687;3.4;;;;
4680;13687;3.4;;;;
4681;13687;1;;;;
4682;13687;0.99;;;;
4683;12455;0.008125;125;65;;
4684;13687;5.6;;;;
4685;13687;5.6;;;;
4686;13687;1;;;;
4687;13687;4.1;;;;
4688;13687;4.09;;;;
4689;13687;0.995;;;;
4690;13687;0.303;;;;
4691;13687;0.415;;;;
4692;13687;1.095;;;;
4693;13687;0.998;;;;
4694;13687;0.991;;;;
4695;13687;2.955;;;;
4696;13687;2.669;;;;
4697;13687;3.75;;;;
4698;13687;1.17;;;;
4699;12457;0.0374;220;170;;
4700;13687;17.845;;;;
4701;12457;0.027225;165;165;;
4702;13687;25.665;;;;
4703;13687;2.45;;;;
4704;13687;2.836;;;;
4705;13687;2.288;;;;
4706;14117;2.058;;;;
4707;12457;0.0036;60;60;;
4708;14117;3.164;;;;
4709;14117;2.998;;;;
4710;14117;3.544;;;;
4711;14117;2.77;;;;
4712;12457;0.027;165;165;;
4713;13700;3.519;;;;
4714;13700;0.3605;;;;
4715;13700;1.175;;;;
4716;12366;3.418;;;;
4717;13700;1.119;;;;
4718;12362;3.418;;;;
4719;13700;1.175;;;;
4720;12366;1.017;;;;
4721;12362;1.017;;;;
4722;12366;0.309;;;;
4723;12362;0.309;;;;
4724;13700;3.891;;;;
4725;12366;3.84;;;;
4726;12362;3.84;;;;
4727;13700;2.148;;;;
4728;13700;0.744;;;;
4729;12366;2.149;;;;
4730;12362;2.149;;;;
4731;12366;0.7;;;;
4732;12362;0.7;;;;
4733;13700;3.049;;;;
4734;13700;0.975;;;;
4735;12366;2.969;;;;
4736;12362;2.969;;;;
4737;12366;0.945;;;;
4738;13700;27.295;;;;
4739;13700;0.3605;;;;
4740;12366;2.679;;;;
4741;12362;2.679;;;;
4742;12362;0.945;;;;
4743;12366;0.309;;;;
4744;12362;0.309;;;;
4765;13700;3.316;;;;
4766;12366;3.316;;;;
4767;12362;3.316;;;;
4796;13687;17.845;;;;
4795;13700;36.005;;;;
4772;12366;0.217;;;;
4773;12362;0.217;;;;
4774;12366;1.172;;;;
4775;12362;1.172;;;;
4776;12366;1.217;;;;
4777;12362;1.217;;;;
4778;12366;3.601;;;;
4779;12362;3.601;;;;
4780;12366;1.165;;;;
4781;12362;1.165;;;;
4782;12362;1.094;;;;
4783;12366;1.094;;;;
4770;12366;0.709;;;;
4771;12362;0.709;;;;
4784;12366;1.011;;;;
4785;12362;1.011;;;;
4798;12362;0.179;;;;
4797;12366;0.179;;;;
4787;12456;1.105;1202;919;;
4788;12456;0.777;1730;449;;
4789;13701;4.5;;;;
4790;14115;2.145;;;;
4791;14115;2.145;;;;
4792;14115;2.159;;;;
4799;12366;2.017;;;;
4800;12362;2.017;;;;
4980;13687;0.7;;;;
4983;13687;0.7;;;;
4804;14115;1.15;;;;
4977;13687;0.54;;;;
4806;12366;2.718;;;;
4807;12362;2.718;;;;
4808;13700;2.72;;;;
4975;13687;0.208;;;;
4976;13687;0.199;;;;
4979;13687;1.156;;;;
4812;13700;1.203;;;;
4813;13700;1.203;;;;
4814;12366;5.13;;;;
4815;12362;5.13;;;;
4816;13700;5.13;;;;
4817;13700;1.203;;;;
4818;13700;1.203;;;;
4819;12366;5.438;;;;
4820;12362;5.438;;;;
4821;13700;5.442;;;;
4822;13700;5.442;;;;
4823;12366;5.436;;;;
4824;12362;5.438;;;;
4825;13700;1.012;;;;
4826;47689;0.3;339;885;;
4827;12455;0.133;150;885;;
4828;14115;1.362;;;;
4829;12455;0.02;145;145;;
4830;14115;1.18;;;;
4831;13700;0.93;;;;
4832;12366;0.9;;;;
4833;12362;0.9;;;;
4982;13687;0.7;;;;
4981;13687;0.644;;;;
4978;13687;0.438;;;;
4844;12455;0.416;1115;373;;
4845;13681;0.09;;;;
4846;49472;1.193;;;;
4847;49472;0.837;;;;
4848;49472;0.981;;;;
4849;49472;1.024;;;;
4850;12377;0.001;;;;
4851;12455;0.008;125;65;;
4852;13837;1.471;;;;
4853;49472;1.418;;;;
4854;12372;1.817;;;;
4855;49472;2.891;;;;
4856;49472;1.481;;;;
4857;49472;1.418;;;;
4858;13837;2.601;;;;
4859;12372;2.47;;;;
4860;12372;0.598;;;;
4861;49472;1.622;;;;
4862;12457;0.023;85;275;;
4863;12457;0.017;85;204;;
4864;49472;2.891;;;;
4865;13837;1.471;;;;
4866;49472;1.418;;;;
4867;49472;1.622;;;;
4868;49472;2.291;;;;
4869;49472;0.521;;;;
4870;49472;1.057;;;;
4871;49472;1.201;;;;
4872;49472;2.291;;;;
4873;49472;1.057;;;;
4874;49472;1.201;;;;
4875;49472;1.418;;;;
4876;13684;2.764;;;;
4877;13684;2.441;;;;
4878;13684;1.729;;;;
4879;13684;1.734;;;;
4880;13684;1.729;;;;
4881;13684;1.734;;;;
4989;12455;0.008125;125;65;;
4882;13684;1.99;;;;
4883;13684;1.99;;;;
4884;13700;1.048;;;;
4885;13700;2.218;;;;
4886;13700;0.195;;;;
4887;13700;1.058;;;;
4888;12366;0.134;;;;
4889;12366;2.096;;;;
4890;12366;1.008;;;;
4891;13700;1.607;;;;
4892;13700;0.595;;;;
4893;13700;0.22;;;;
4894;12366;0.169;;;;
4895;12366;0.542;;;;
4896;12366;1.56;;;;
4897;13700;0.9;;;;
4898;13700;1.619;;;;
4899;13700;0.9;;;;
4900;13700;2.872;;;;
4901;12366;1.517;;;;
4902;12366;0.853;;;;
4903;12366;2.867;;;;
4904;13700;1.048;;;;
4984;13687;1.5;;;;
4905;13700;1.607;;;;
4906;13700;0.595;;;;
4907;13700;0.22;;;;
4923;13700;3.116;;;;
4924;13700;4.18;;;;
4925;49472;1.181;;;;
4926;49472;1.09;;;;
4927;49472;1.215;;;;
4928;49472;4.111;;;;
4929;49472;2.176;;;;
4930;49472;0.981;;;;
4931;12377;0.848;;;;
4932;12377;0.868;;;;
4933;49472;0.7;;;;
4934;12457;0.0204;200;102;;
4935;12457;0.023885;85;281;;
4936;12457;0.017;85;204;;
4937;12457;0.023885;85;281;;
4938;12457;0.017;85;204;;
4939;49472;2.176;;;;
4940;49472;4.111;;;;
4941;49472;0.981;;;;
4942;49472;4.111;;;;
4943;49472;2.176;;;;
4944;13700;0.329;;;;
4945;13700;1.048;;;;
4946;12366;0.325;;;;
4947;12366;4.135;;;;
4948;13700;0.231;;;;
4949;13700;1.317;;;;
4950;13700;1.165;;;;
4974;13687;1.404;;;;
4951;12366;0.18;;;;
4952;12366;1.106;;;;
4953;12366;1.209;;;;
4954;12366;4.229;;;;
4955;13700;4.27;;;;
4956;12366;3.078;;;;
4957;13681;0.09;;;;
4958;12455;0.715445;1615;443;;
4959;12455;0.715445;1615;443;;
4960;49472;1.09;;;;
4961;12455;0.008125;125;65;;
4990;49472;2.547;;;;
4991;49472;0.958;;;;
4992;49472;1.331;;;;
4993;49472;1.375;;;;
4994;12377;1.198;;;;
4995;12455;0.651925;1476;445;;
4996;14117;0.09;;;;
4997;49472;2.236;;;;
4998;49472;0.811;;;;
4999;49472;1.375;;;;
5000;49472;1.331;;;;
5001;12455;0.008125;125;65;;
5002;12377;1.198;;;;
5003;49472;2.349;;;;
5004;49472;0.78;;;;
5005;49472;1.289;;;;
5006;49472;1.231;;;;
5007;12377;1.098;;;;
5008;12455;0.607425;1376;445;;
5009;49472;1.76;;;;
5010;49472;1.033;;;;
5011;49472;1.481;;;;
5012;49472;1.145;;;;
5013;49472;2.799;;;;
5014;49472;1.481;;;;
5015;49472;2.573;;;;
5016;49472;1.247;;;;
5017;13837;1.481;;;;
5018;12455;0.008125;125;65;;
5019;12457;0.0238;280;85;;
5020;12457;0.01734;204;85;;
5021;12372;1.003;;;;
5022;12372;1.232;;;;
5023;49472;1.413;;;;
5024;49472;2.481;;;;
5025;49472;1.481;;;;
5026;49472;1.247;;;;
5027;49472;2.573;;;;
5028;13837;1.481;;;;
5029;13684;2.725;;;;
5030;13684;2.856;;;;
5031;12372;0.175;;;;
5032;13684;1.815;;;;
5033;13684;2.149;;;;
5034;13684;1.498;;;;
5035;13684;1.475;;;;
5036;12457;0.044;220;200;;
5037;12372;0.548;;;;
5038;12372;2.347;;;;
5039;13837;2.481;;;;
5040;12372;0.648;;;;
5041;12372;1.575;;;;
5042;13700;0.25;;;;
5043;13700;2.774;;;;
5044;13700;1.409;;;;
5045;13700;1.052;;;;
5046;13700;1.052;;;;
5047;13700;1.052;;;;
5048;13700;1.409;;;;
5049;13700;2.453;;;;
5050;13700;0.452;;;;
5051;12366;0.191;;;;
5052;13700;1.052;;;;
5053;12366;1.359;;;;
5054;13700;1.309;;;;
5055;13700;2.581;;;;
5056;13700;0.249;;;;
5057;12366;2.654;;;;
5058;12366;2.336;;;;
5059;12366;0.393;;;;
5060;13700;0.178;;;;
5061;13700;1.62;;;;
5062;13700;1.206;;;;
5063;13700;1.551;;;;
5064;13700;0.862;;;;
5065;13700;2.53;;;;
5066;13700;0.862;;;;
5067;13700;2.62;;;;
5068;13700;0.553;;;;
5069;12366;1.259;;;;
5070;12366;2.458;;;;
5071;12366;0.188;;;;
5072;12366;0.134;;;;
5073;12366;1.518;;;;
5074;12366;1.161;;;;
5075;12366;1.5;;;;
5076;12366;2.524;;;;
5077;12366;0.815;;;;
5078;12366;2.531;;;;
5079;12366;0.503;;;;
5101;14115;2.165;;;;
5102;14115;2.478;;;;
5103;14115;2.165;;;;
5104;14115;4.962;;;;
5105;12456;13.662;2484;550;;
5106;12456;0.5564;1391;400;;
5108;49472;5.838;;;;
5109;49472;0.542;;;;
5110;49472;1.188;;;;
5111;49472;0.258;;;;
5112;49472;0.355;;;;
5113;49472;0.093;;;;
5114;49472;0.15;;;;
5115;14117;1;;;;
5116;14117;0.974;;;;
5117;12455;0.008125;125;65;;
5118;12457;0.19575;1305;150;;
5119;49472;5.838;;;;
5120;49472;2.055;;;;
5121;49472;1.238;;;;
5122;49472;0.646;;;;
5123;49472;0.152;;;;
5124;49472;0.255;;;;
5125;49472;0.542;;;;
5126;49472;5.838;;;;
5127;49472;2.547;;;;
5128;49472;1.188;;;;
5129;49472;0.258;;;;
5130;49472;0.093;;;;
5131;49472;0.15;;;;
5132;49472;2.055;;;;
5133;49472;1.239;;;;
5134;49472;0.646;;;;
5135;49472;0.152;;;;
5136;13687;1.124;;;;
5137;12457;0.0374;220;170;;
5138;13687;0.821;;;;
5139;12457;0.0145;145;100;;
5140;12457;0.04032;252;160;;
5141;13687;0.924;;;;
5142;13687;0.972;;;;
5143;13688;0.985;;;;
5144;13688;1.267;;;;
5145;13688;1.267;;;;
5146;13688;0.993;;;;
5147;14117;0.985;;;;
5148;12455;0.008125;125;65;;
5149;12457;0.0176;176;100;;
5150;13688;4.81;;;;
5151;13688;0.125;;;;
5152;13701;0.152;;;;
5153;14117;0.1;;;;
5154;13700;1.135;;;;
5155;13700;4.914;;;;
5156;13700;4.916;;;;
5157;12366;4.592;;;;
5158;12366;4.592;;;;
5159;12455;0.125;125;114;;
5160;13701;2.829;;;;
5161;13837;1.322;;;;
5162;13837;1;;;;
5163;12458;0.0169;130;130;;
5164;13688;4.81;;;;
5165;13688;0.125;;;;
5166;13700;1.135;;;;
5167;13701;2.829;;;;
5168;13700;5.438;;;;
5169;13700;1.335;;;;
5170;13700;1.088;;;;
5171;13700;1.048;;;;
5172;13700;1.163;;;;
5173;12455;0.008125;125;65;;
5174;13700;4.073;;;;
5175;12366;4.03;;;;
5176;12362;1.292;;;;
5177;12362;1;;;;
5178;13700;7.227;;;;
5179;12366;7.184;;;;
5180;13700;5.438;;;;
5181;13700;0.258;;;;
5182;12366;5.4;;;;
5183;12362;0.26;;;;
5184;12366;0.246;;;;
5185;13700;1.048;;;;
5186;13700;1.163;;;;
5187;12366;1.279;;;;
5188;12366;1.065;;;;
5204;49472;2.286;;;;
5205;49472;1.762;;;;
5206;49472;0.99;;;;
5207;49472;1.031;;;;
5208;49472;1.165;;;;
5209;12372;1.019;;;;
5210;49472;0.98;;;;
5211;12372;0.865;;;;
5212;49472;0.993;;;;
5213;12372;0.892;;;;
5214;49472;1.255;;;;
5215;49472;0.574;;;;
5216;49472;5.033;;;;
5217;12457;0.02414;284;85;;
5218;49472;3.097;;;;
5219;12457;0.01734;204;85;;
5220;49472;0.981;;;;
5221;12377;0.847;;;;
5222;12457;0.010625;125;85;;
5223;12457;0.01925;154;125;;
5224;12455;0.008125;125;65;;
5225;49472;5.033;;;;
5226;12455;0.418125;1125;375;;
5227;13681;0.09;;;;
5228;12455;0.7106;1625;440;;
5229;12455;0.64196;1469;440;;
5230;49472;0.642;;;;
5231;49472;0.981;;;;
5232;49472;3.179;;;;
5233;49472;1.775;;;;
5234;49472;0.981;;;;
5235;49472;1.008;;;;
5236;12377;0.847;;;;
5237;49472;2.337;;;;
5238;49472;1.256;;;;
5239;12455;0.008125;125;65;;
5240;49472;0.981;;;;
5241;49472;1.008;;;;
5242;13700;0.223;;;;
5243;13700;1.077;;;;
5244;13700;1.811;;;;
5245;13700;2.318;;;;
5246;13700;4.763;;;;
5247;13700;1.051;;;;
5248;12366;0.172;;;;
5249;13700;0.263;;;;
5250;13700;3.423;;;;
5251;13700;1.058;;;;
5252;12366;0.203;;;;
5253;13700;1.058;;;;
5254;13700;2.553;;;;
5255;13700;0.3;;;;
5256;12366;0.241;;;;
5257;13700;6.492;;;;
5258;12366;1.769;;;;
5259;12366;2.291;;;;
5260;12366;4.723;;;;
5261;12366;6.434;;;;
5262;12366;3.276;;;;
5263;12366;2.422;;;;
5264;12366;1.014;;;;
5265;12366;1.008;;;;
5302;12366;10.082;;;;
5266;12372;7.467;;;;
5267;12366;1.384;;;;
5268;12366;1.995;;;;
5269;12366;1.998;;;;
5270;12364;5.042;;;;
5271;12364;3.801;;;;
5272;12364;1.292;;;;
5273;13834;0.463;;;;
5274;13700;1.057;;;;
6026;12366;1.395;;;;
5276;12372;7.167;;;;
5277;12364;4.742;;;;
5278;12364;3.501;;;;
5279;12366;1.383;;;;
5280;13700;1.057;;;;
5281;13700;1.051;;;;
5282;13700;1.051;;;;
5283;12455;0.057;380;150;;
5284;12455;0.051;340;150;;
5285;12372;6.867;;;;
5303;13837;3.531;;;;
5304;13837;3.531;;;;
5305;13837;4.197;;;;
5306;13837;2.729;;;;
5307;13837;2.729;;;;
5308;13837;3.878;;;;
5309;13837;3.878;;;;
5310;13837;3.285;;;;
5311;13837;3.285;;;;
5312;13837;4.038;;;;
5313;13837;4.038;;;;
5314;13837;2.817;;;;
5315;13837;2.817;;;;
5316;13837;3.104;;;;
5317;13837;3.104;;;;
5318;13837;3.506;;;;
5319;13837;3.506;;;;
5320;13837;2.26;;;;
5321;13837;2.26;;;;
5322;14115;3.634;;;;
5323;14115;3.374;;;;
5324;14115;3.502;;;;
5325;14115;2.943;;;;
5326;12457;0.04136;235;176;;
5327;12457;0.0324;180;180;;
5328;12457;0.036;200;180;;
5329;12457;0.0396;220;180;;
5330;12457;0.035475;165;215;;
5331;"será que ele fez o tratamento correto?""";0.0675;300;225;;
5332;12457;0.05865;255;230;;
5333;12457;0.0644;280;230;;
5334;12457;0.062275;265;235;;
5335;12457;0.15067;610;247;;
5336;12457;0.13;500;260;;
5337;12457;0.2067;780;265;;
5338;12457;0.1728;640;270;;
5339;12457;0.06325;230;275;;
5340;12457;0.0605;220;275;;
5341;12457;0.06664;238;280;;
5342;12457;0.063;225;280;;
5343;12457;0.0588;210;280;;
5344;12457;0.14716;520;283;;
5345;12457;0.066975;235;285;;
5346;12457;0.057;200;285;;
5347;12457;0.0513;180;285;;
5348;12457;0.138225;485;285;;
5349;12457;0.1653;580;285;;
5350;12457;0.06475;185;350;;
5351;12457;0.105825;255;415;;
5352;12457;0.1125;250;450;;
5353;12457;0.012;190;64;;
5354;12457;0.017625;235;75;;
5355;12457;0.0225;300;75;;
5356;12457;0.015;200;75;;
5357;12457;0.019125;255;75;;
5358;12457;0.0165;220;75;;
5359;12457;0.021;280;75;;
5360;12457;0.012375;165;75;;
5361;12457;0.019875;265;75;;
5362;12457;0.005776;76;76;;
5363;12457;0.005776;76;76;;
5364;12457;0.005776;76;76;;
5365;13689;6.583;;;;
5366;13689;2.433;;;;
5380;13689;5.7;;;;
5381;13689;0.883;;;;
5382;13687;1.753;;;;
5383;12455;0.007;138;50;;
5384;12455;0.009;152;60;;
5385;12455;0.008;138;55;;
5386;13687;1.7;;;;
5387;12455;0.01;138;70;;
5388;13700;0.756;;;;
5389;12366;0.706;;;;
5390;12362;0.706;;;;
5391;13700;0.751;;;;
5392;12366;0.7;;;;
5393;12362;0.7;;;;
5397;13687;1.426;;;;
5398;12457;0.027225;165;165;;
5409;12457;0.045;85;477;;
5410;12457;0.047;95;497;;
5411;12457;0.02;86;237;;
5412;12457;0.01;39;247;;
5416;12457;0.038608;254;152;;
5417;12455;0.076;380;200;;
5418;12455;0.01458;243;60;;
5419;12457;0.001458;243;60;;
5420;12455;0.0174125;139;125;;
5421;12457;0.01334;145;92;;
5422;12455;0.009;125;68;;
5423;13687;2;;;;
5424;13687;1;;;;
5425;13687;1;;;;
5426;13687;0.99;;;;
5427;13684;0.99;;;;
5428;13687;1;;;;
5429;13687;1;;;;
5430;13687;1;;;;
5431;13687;1;;;;
5432;13687;3;;;;
5433;13687;3;;;;
5434;13687;1.8;;;;
5435;13687;2;;;;
5436;13687;1.8;;;;
5437;13684;1.79;;;;
5438;14115;0.74;;;;
5439;14115;0.745;;;;
5440;14115;0.745;;;;
5441;13687;2.15;;;;
5442;13687;2.15;;;;
5443;14115;0.71;;;;
5444;14115;0.705;;;;
5445;14115;0.715;;;;
5446;13687;3;;;;
5447;13687;3;;;;
5448;13687;0.9;;;;
5449;13687;3;;;;
5450;13687;3;;;;
5451;13687;1.92;;;;
5452;13687;1.92;;;;
5453;14115;0.63;;;;
5454;14115;0.635;;;;
5455;14115;0.635;;;;
5456;13687;1.507;;;;
5457;13687;1.507;;;;
5458;14115;0.745;;;;
5459;14115;0.749;;;;
5460;13684;0.89;;;;
5461;13687;2;;;;
5462;13687;2;;;;
5463;13687;2;;;;
5464;13687;2;;;;
5465;13687;0.89;;;;
5466;13687;1.79;;;;
5467;13700;2.053;;;;
5468;12366;3.949;;;;
5469;12362;3.949;;;;
5470;13700;0.209;;;;
5471;13700;0.194;;;;
5472;12366;0.209;;;;
5473;12362;0.209;;;;
5474;13700;2.054;;;;
5475;12366;1.809;;;;
5476;12362;1.809;;;;
5477;13700;1.173;;;;
5478;13700;0.488;;;;
5479;13700;0.294;;;;
5480;12366;1.75;;;;
5481;12362;1.75;;;;
5482;13700;6.7;;;;
5483;12366;6.65;;;;
5484;12362;6.65;;;;
5485;13700;4;;;;
5486;13700;1.173;;;;
5487;13700;2.053;;;;
5488;13700;0.294;;;;
5489;13700;3.385;;;;
5490;12366;3.385;;;;
5491;12362;3.385;;;;
5492;13700;1.044;;;;
5493;13700;1.053;;;;
5494;12366;1;;;;
5495;12366;0.808;;;;
5496;12362;1;;;;
5497;12362;0.808;;;;
5498;13700;0.209;;;;
5499;13700;1.044;;;;
5500;13700;1.053;;;;
5501;13700;0.194;;;;
5502;13700;1.119;;;;
5503;13700;0.223;;;;
5504;12366;1.017;;;;
5505;12366;0.172;;;;
5506;12362;1.017;;;;
5507;12362;0.172;;;;
5508;13700;2.054;;;;
5509;13700;0.223;;;;
5510;13689;0.933;;;;
5511;12457;0.094775;425;223;;
5512;13689;2.14;;;;
5513;12457;0.072475;325;223;;
5514;13689;1.933;;;;
5515;13689;2.01;;;;
5516;13689;1.832;;;;
5517;13689;1.937;;;;
5518;13689;2.14;;;;
5519;13689;0.937;;;;
5549;49472;0.39;;;;
5550;12372;0.132;;;;
5551;12457;0.989662;2234;443;;
5552;49472;3.865;;;;
5553;12377;0.847;;;;
5554;49472;1.562;;;;
5555;49472;1.768;;;;
5556;49472;0.981;;;;
5557;49472;0.981;;;;
5558;12457;0.02414;284;85;;
5559;12457;0.01734;204;85;;
5560;49472;1.731;;;;
5561;12455;0.008125;125;65;;
5562;49472;3.417;;;;
5563;12455;0.421875;1125;375;;
5564;13681;0.09;;;;
5565;49472;2.14;;;;
5566;12455;0.566597;1279;443;;
5567;12455;0.675575;1525;443;;
5568;49472;0.7;;;;
5569;49472;0.532;;;;
5570;49472;0.709;;;;
5571;12372;0.571;;;;
5572;12372;0.416;;;;
5573;49472;0.49;;;;
5574;13700;3.727;;;;
5575;13700;3.41;;;;
5576;13700;1.243;;;;
5577;13700;1.263;;;;
5578;13700;0.343;;;;
5579;13700;1.867;;;;
5580;13700;0.451;;;;
5581;13700;1.148;;;;
5582;13700;1.148;;;;
5583;12366;0.292;;;;
5584;12366;1.766;;;;
5585;12366;0.394;;;;
5586;12366;3.681;;;;
5587;12366;3.368;;;;
5588;12366;1.228;;;;
5589;12366;1.262;;;;
5598;12456;0.048;152.4;320;;
5597;14111;3.964;;;;
5600;14111;5.9;;;;
5601;12463;0.06;;;;
5603;14111;5.25;;;;
5605;14111;3.964;;;;
5607;14111;5.9;;;;
5609;14111;5.25;;;;
5633;12377;1.998;;;;
5632;12377;1.998;;;;
5631;12377;1.388;;;;
5630;12372;7.75;;;;
5629;12455;0.026;0.206;0.125;;
5628;13700;1.057;;;;
5635;12377;1.998;;;;
5636;13700;1.057;;;;
5625;50021;5.342;;;;
5626;50021;1.111;;;;
5627;50020;0.463;;;;
5624;50021;4.282;;;;
5641;12364;4.442;;;;
5639;12364;3.351;;;;
5640;12364;1.142;;;;
